구,전용면적_m2,층,건축년도,지하철역_거리_m,방개수,욕실개수,브랜드등급,거래금액_만원
구도심구,74.25,23,2008,299,3,1,2,61100
구도심구,58.29,29,2021,465,3,1,1,64000
호수구,57.89,16,2013,379,3,1,1,65900
중앙구,85.58,1,1997,1199,3,1,2,115800
호수구,76.23,29,1996,1162,3,1,2,62200
강변구,100.73,7,1995,742,4,2,1,129600
구도심구,59.4,7,1999,664,3,1,3,47200
신도심구,84.07,21,2002,834,3,1,2,107600
신도심구,61.08,10,1995,657,3,1,3,71800
호수구,81.46,3,2012,944,3,1,1,91100
중앙구,84.45,20,2006,1456,3,1,1,143400
호수구,83.13,8,2012,569,3,1,1,89000
신도심구,71.17,25,2009,304,3,1,1,102600
구도심구,83.57,5,2001,669,3,1,1,65900
호수구,61.22,27,2012,393,3,1,1,74100
중앙구,83.21,21,2023,157,3,1,2,207700
호수구,74.95,7,2003,239,3,1,1,75600
신도심구,85.44,17,2002,1325,3,1,1,98900
구도심구,73.98,28,2009,643,3,1,2,71600
중앙구,101.14,2,2018,462,4,2,2,163800
신도심구,71.94,24,2010,714,3,1,2,98300
구도심구,58.14,14,2019,416,3,1,2,58200
신도심구,60.09,28,1995,1352,3,1,1,65900
강변구,49.07,7,1996,2062,2,1,2,56800
강변구,84.44,21,2006,434,3,1,2,147200
호수구,101.16,29,2000,549,4,2,1,96600
중앙구,86.63,10,1993,781,3,1,1,130600
구도심구,73.48,4,1999,217,3,1,3,59700
호수구,60.93,12,2001,100,3,1,1,68000
중앙구,101.16,18,2022,1254,4,2,1,174600
강변구,51.03,19,2018,454,2,1,1,99300
구도심구,72.53,14,2004,425,3,1,3,73700
중앙구,101.22,28,2023,818,4,2,2,215100
신도심구,73.53,17,2019,303,3,1,3,127000
구도심구,59.17,19,2001,418,3,1,2,51400
신도심구,60.47,28,2008,221,3,1,2,94300
신도심구,84.45,28,2022,121,3,1,1,136700
구도심구,60.46,10,2007,413,3,1,1,59900
신도심구,83.2,9,2004,300,3,1,2,97400
강변구,73.01,22,2021,269,3,1,3,145000
신도심구,74.02,16,2014,616,3,1,3,97800
호수구,58.95,13,2007,1014,3,1,3,63900
구도심구,100.78,21,2020,1026,4,2,2,114000
신도심구,72.85,20,2016,999,3,1,1,102200
강변구,85.44,27,2004,338,3,1,2,146100
중앙구,73.56,11,2006,573,3,1,1,139000
강변구,60.71,22,1994,399,3,1,1,85800
중앙구,74.02,7,1996,341,3,1,1,117800
호수구,84.78,28,2023,358,3,1,1,102300
강변구,84.67,3,1994,250,3,1,1,107500
구도심구,100.01,22,2019,720,4,2,1,77000
강변구,114.44,3,1999,1211,4,2,2,153400
강변구,103.31,26,2010,392,4,2,2,177400
신도심구,84.3,28,2016,360,3,1,2,120800
강변구,85.08,24,2024,98,3,1,2,162400
구도심구,84.83,23,2004,897,3,1,1,71700
호수구,59.37,14,2022,76,3,1,1,79500
호수구,101.22,8,2007,637,4,2,2,101300
강변구,101.66,29,2020,315,4,2,1,170900
구도심구,59.92,16,1996,495,3,1,2,51100
중앙구,112.38,24,2001,663,4,2,2,213700
호수구,101.3,21,2012,635,4,2,1,124700
신도심구,73.78,21,2015,1116,3,1,3,116900
강변구,113.53,11,2018,80,4,2,1,229000
강변구,60.56,13,2004,1030,3,1,2,88800
중앙구,48.12,13,2012,683,2,1,3,112300
강변구,72.33,18,2012,1193,3,1,2,108700
호수구,84.95,21,2024,606,3,1,2,130000
구도심구,72.3,6,1996,172,3,1,2,59400
호수구,111.69,7,1993,546,4,2,1,105100
중앙구,60.09,2,2011,880,3,1,2,113800
신도심구,59.19,16,1993,986,3,1,2,60400
강변구,84.57,20,1999,559,3,1,1,111600
신도심구,48.47,7,2009,511,2,1,1,62900
강변구,82.34,21,2001,675,3,1,3,132700
강변구,72.58,1,2001,1094,3,1,1,103700
신도심구,133.67,26,2004,420,4,2,3,173100
강변구,82.47,21,2014,784,3,1,1,148300
신도심구,49.37,20,2004,1712,2,1,1,55100
구도심구,58.45,21,2018,2432,3,1,2,48300
중앙구,59.22,11,1998,1089,3,1,2,98400
호수구,114.19,29,1996,500,4,2,1,108300
신도심구,84.46,22,1998,217,3,1,1,105500
구도심구,74.6,6,2022,756,3,1,1,68300
구도심구,58.59,27,2001,1475,3,1,2,41500
구도심구,101.22,22,1993,560,4,2,1,74100
구도심구,59.28,10,2003,1173,3,1,2,49400
호수구,81.09,28,2015,1113,3,1,1,81200
구도심구,84.78,8,2004,605,3,1,1,71800
강변구,59.18,19,2005,1048,3,1,1,93300
중앙구,84.68,20,1995,239,3,1,1,157800
구도심구,57.46,28,2014,519,3,1,2,56900
중앙구,73.62,17,2000,816,3,1,3,119700
강변구,132.69,29,1996,594,4,2,1,191100
중앙구,84.89,9,2015,260,3,1,1,182800
신도심구,99.31,24,2022,1049,4,2,3,146700
강변구,82.89,8,2012,809,3,1,1,127700
구도심구,59.64,29,2022,680,3,1,1,60500
구도심구,83.24,23,2005,1334,3,1,2,77500
구도심구,82.89,19,2009,1063,3,1,1,68700
강변구,60.09,2,2004,60,3,1,1,87700
신도심구,75.14,15,2009,688,3,1,3,109400
신도심구,84.87,5,2021,673,3,1,2,126400
신도심구,85.02,27,2013,467,3,1,2,134300
구도심구,58.72,11,1993,81,3,1,1,41500
강변구,100.75,25,2011,327,4,2,1,167900
호수구,73.22,27,2005,61,3,1,3,86500
중앙구,59.2,4,2010,2088,3,1,3,93100
구도심구,58.37,23,2010,596,3,1,2,58700
신도심구,100.48,9,2011,846,4,2,1,136700
강변구,74.72,4,2020,256,3,1,2,133900
구도심구,85.42,8,2020,91,3,1,1,81300
중앙구,59.48,16,2024,442,3,1,2,137000
구도심구,86.15,25,2012,396,3,1,2,86800
신도심구,100.15,21,2002,713,4,2,1,122300
중앙구,71.79,7,1999,457,3,1,1,115600
중앙구,114.86,9,2020,2378,4,2,2,202400
구도심구,48.07,9,2022,1207,2,1,3,48000
강변구,58.67,22,1994,1555,3,1,1,68000
호수구,81.88,16,1999,599,3,1,1,83200
구도심구,82.92,1,2014,704,3,1,2,66800
구도심구,57.2,3,1998,1465,3,1,1,37200
강변구,83.48,3,1994,430,3,1,1,133400
구도심구,73.53,28,2024,817,3,1,1,82300
호수구,84.11,15,1996,457,3,1,1,82600
중앙구,85.49,15,1999,848,3,1,1,152600
강변구,134.81,23,2024,193,4,2,3,290300
강변구,82.05,6,1996,381,3,1,2,115700
신도심구,84.73,1,2018,714,3,1,2,114500
구도심구,84.13,8,2010,774,3,1,1,70300
신도심구,73.88,7,2010,983,3,1,2,104900
신도심구,58.97,24,2019,228,3,1,1,95000
강변구,134.25,24,1993,695,4,2,2,205700
중앙구,58.17,19,1994,145,3,1,1,99000
강변구,100.78,27,1999,477,4,2,2,174300
호수구,60.42,14,2008,613,3,1,1,65000
구도심구,100.16,7,2023,549,4,2,2,116100
신도심구,57.76,10,1995,1684,3,1,2,59400
구도심구,133.93,5,2006,617,4,2,1,99900
중앙구,82.64,27,2006,892,3,1,3,185400
강변구,56.93,18,1999,716,3,1,1,83900
강변구,83.59,23,2004,589,3,1,1,129900
호수구,85.74,9,1999,848,3,1,2,83000
구도심구,73.95,21,1997,671,3,1,2,56200
구도심구,59.21,10,2009,631,3,1,1,48200
중앙구,81.44,13,2022,510,3,1,1,175900
강변구,84.53,19,2005,430,3,1,1,128300
구도심구,74.11,29,2013,385,3,1,1,59400
신도심구,100.2,17,2014,632,4,2,1,154200
호수구,59.22,21,2019,600,3,1,1,69100
구도심구,49.2,18,2019,1436,2,1,2,50000
신도심구,82.73,13,2021,174,3,1,2,122800
구도심구,59.4,28,2019,1768,3,1,2,54400
호수구,60.44,28,2022,233,3,1,3,89000
신도심구,83.73,10,2023,584,3,1,1,130100
구도심구,57.96,26,2016,780,3,1,1,52500
호수구,58.79,14,2008,280,3,1,1,67600
강변구,85.03,22,2002,228,3,1,1,134000
호수구,82.53,15,2011,537,3,1,2,96000
중앙구,101.69,23,2019,907,4,2,1,190400
구도심구,83.19,26,2017,1073,3,1,2,75400
구도심구,84.29,13,2009,200,3,1,3,79900
구도심구,58.32,21,1995,521,3,1,1,44700
신도심구,100.32,15,2001,122,4,2,1,139000
구도심구,60.83,24,2011,285,3,1,2,62000
강변구,57.31,6,2005,1271,3,1,2,78000
강변구,101.58,22,2007,750,4,2,1,174600
강변구,86.08,18,2002,306,3,1,2,134500
신도심구,84.82,14,1995,1194,3,1,1,95900
신도심구,47.4,11,2007,343,2,1,2,60200
강변구,57.46,21,2007,575,3,1,2,89900
호수구,83.1,11,2018,98,3,1,1,107300
신도심구,84.19,1,1996,307,3,1,1,83600
신도심구,84.27,28,2008,702,3,1,2,114300
신도심구,47.47,13,2020,679,2,1,2,73500
강변구,57.95,5,2001,430,3,1,3,83200
구도심구,83.03,7,2003,534,3,1,2,61400
신도심구,83.78,25,1995,953,3,1,2,103100
중앙구,51.38,10,2011,504,2,1,2,123600
호수구,47.88,9,2020,781,2,1,2,60300
구도심구,57.83,15,2008,377,3,1,1,53600
구도심구,57.64,1,2006,569,3,1,1,41400
호수구,84.76,17,2016,90,3,1,2,117300
호수구,58.95,2,2007,399,3,1,1,56200
강변구,82.92,25,2005,616,3,1,1,135500
구도심구,100.56,13,2017,545,4,2,1,98800
구도심구,133.05,7,2002,376,4,2,3,122700
강변구,114.36,14,2020,257,4,2,2,221000
강변구,62.22,6,2001,631,3,1,2,94700
중앙구,49.66,10,2009,532,2,1,3,103700
구도심구,73.89,4,2001,729,3,1,2,63500
구도심구,83.2,20,2013,334,3,1,2,76900
구도심구,47.39,29,2006,856,2,1,1,38900
강변구,74.88,15,2000,224,3,1,2,127200
강변구,59.82,3,2016,157,3,1,3,108500
신도심구,58.44,3,2022,1279,3,1,2,79700
신도심구,85.46,25,1993,236,3,1,1,104800
호수구,84.03,11,2011,635,3,1,2,102100
호수구,84.93,9,2015,463,3,1,1,88600
호수구,114.36,3,2016,1298,4,2,1,126700
호수구,58.79,20,2000,879,3,1,1,58100
호수구,57.85,2,1996,162,3,1,1,53600
신도심구,73.83,27,2009,1548,3,1,1,89600
중앙구,85.01,7,2013,1087,3,1,2,168700
중앙구,83.39,3,2002,422,3,1,1,125200
신도심구,49.53,21,2004,222,2,1,3,65100
강변구,112.7,11,2010,666,4,2,1,184500
강변구,74.94,21,2007,692,3,1,1,135800
호수구,74.38,2,2008,107,3,1,1,76100
강변구,82.56,25,2014,634,3,1,1,129100
호수구,113.73,9,2024,1030,4,2,1,135800
구도심구,85.12,22,2018,610,3,1,1,76000
구도심구,112.49,28,1993,542,4,2,2,95500
구도심구,57.71,16,2004,495,3,1,1,48800
강변구,83.92,10,1993,303,3,1,2,126200
구도심구,103.56,10,2020,1168,4,2,1,92900
강변구,83.19,20,2013,440,3,1,1,148700
호수구,74.59,1,2000,666,3,1,1,59000
강변구,134.31,5,2019,186,4,2,1,229000
강변구,58.29,19,2011,528,3,1,2,101900
구도심구,74.19,1,1994,807,3,1,1,48200
구도심구,100.46,9,1997,432,4,2,2,83000
신도심구,113.57,19,2018,442,4,2,3,183700
구도심구,132.01,8,2002,568,4,2,1,113400
강변구,100.97,27,2009,785,4,2,3,177800
구도심구,50.08,29,2021,630,2,1,2,52500
강변구,114.07,1,2002,1913,4,2,2,148000
강변구,75.31,6,1993,1280,3,1,3,90300
강변구,84.7,27,1995,372,3,1,1,111400
강변구,73.93,1,2022,1126,3,1,2,105600
강변구,100.25,15,2012,105,4,2,1,172700
신도심구,83.42,28,2003,462,3,1,2,112600
강변구,99.24,18,1995,150,4,2,1,152000
강변구,58.68,9,2015,845,3,1,1,95800
신도심구,59.18,1,1994,433,3,1,3,63100
중앙구,76.06,12,1995,211,3,1,1,128200
구도심구,49.63,16,2012,964,2,1,1,37700
호수구,82.96,3,2013,237,3,1,1,90000
신도심구,57.27,16,2011,903,3,1,2,65400
호수구,83.75,12,2022,680,3,1,1,103800
중앙구,49.97,10,2001,494,2,1,1,85200
중앙구,58.74,29,2010,1049,3,1,3,117200
구도심구,84.65,26,2002,277,3,1,1,66400
구도심구,73.78,21,2004,123,3,1,1,60300
구도심구,59.86,18,1997,224,3,1,2,52300
중앙구,57.08,14,2018,1898,3,1,1,94200
구도심구,60.93,3,2015,306,3,1,1,57400
신도심구,82.67,9,2015,415,3,1,2,112700
강변구,59.95,1,1997,1466,3,1,2,63900
강변구,73.67,11,1996,415,3,1,1,110300
호수구,83.86,14,2018,861,3,1,2,111300
중앙구,83.71,18,2014,1573,3,1,2,154100
구도심구,84.31,11,1993,769,3,1,2,61200
구도심구,59.55,8,2014,558,3,1,2,55000
구도심구,115.27,21,2024,984,4,2,2,110400
구도심구,75.69,5,2017,71,3,1,1,67500
호수구,59.4,4,2001,411,3,1,2,63300
강변구,116.06,21,2003,1293,4,2,1,185600
중앙구,84.11,17,2017,309,3,1,1,172100
신도심구,85.29,26,2005,60,3,1,3,129300
신도심구,101.51,22,2016,628,4,2,1,145800
중앙구,48.34,27,2023,868,2,1,1,90000
강변구,101.22,20,2005,453,4,2,1,154700
강변구,84.6,25,2011,875,3,1,2,137000
중앙구,73.96,5,2008,684,3,1,2,153600
중앙구,59.5,16,2009,2500,3,1,1,105200
호수구,60.04,28,1995,997,3,1,2,59200
강변구,113.97,23,2024,684,4,2,1,220800
호수구,55.47,12,2010,91,3,1,3,67200
호수구,61.01,27,2000,330,3,1,2,70500
중앙구,83.64,10,2011,241,3,1,1,164300
구도심구,83.01,1,2005,1440,3,1,3,68500
구도심구,57.65,24,2019,215,3,1,1,61600
구도심구,100.6,12,2017,447,4,2,1,100000
중앙구,83.32,1,2005,741,3,1,1,127800
강변구,100.12,6,2015,379,4,2,1,159200
중앙구,58.18,3,1994,429,3,1,3,105500
구도심구,49.64,29,2023,684,2,1,2,54500
호수구,86.44,25,2009,309,3,1,2,102700
구도심구,59.98,27,2013,626,3,1,3,58200
구도심구,85.35,6,2013,963,3,1,1,73900
호수구,48.55,24,2003,348,2,1,1,50300
구도심구,101.13,17,2015,233,4,2,2,98600
중앙구,114.51,9,2005,1643,4,2,1,212600
호수구,100.21,20,2014,1658,4,2,2,106100
신도심구,113.49,28,1995,541,4,2,1,134700
중앙구,115.03,14,1997,613,4,2,1,194800
신도심구,75.31,1,2022,609,3,1,1,91200
호수구,74.08,25,2016,407,3,1,1,80400
강변구,112.57,6,1997,530,4,2,1,151600
신도심구,113.65,6,1999,93,4,2,1,115800
강변구,132.27,18,2010,174,4,2,1,242900
중앙구,84.09,24,1993,431,3,1,2,139900
중앙구,59.31,23,2005,351,3,1,1,107300
구도심구,113.68,26,2003,198,4,2,1,104700
호수구,114.29,26,1997,529,4,2,1,110600
중앙구,84.5,4,2002,893,3,1,1,146800
강변구,101.31,9,2002,309,4,2,1,143000
강변구,82.56,21,1995,60,3,1,1,115700
중앙구,113.7,12,2013,684,4,2,1,235500
신도심구,59.49,21,2001,440,3,1,3,75100
구도심구,102.89,14,1994,994,4,2,1,77300
구도심구,48.67,14,1993,161,2,1,1,30700
신도심구,74.66,1,2023,224,3,1,2,116400
신도심구,60.05,18,1996,420,3,1,1,67600
중앙구,83.76,26,2022,267,3,1,1,182500
강변구,60.38,24,1998,1201,3,1,1,80100
호수구,115.44,10,1995,170,4,2,2,107500
구도심구,85.66,20,2010,409,3,1,2,74700
호수구,114.55,6,2020,1881,4,2,1,124300
호수구,61.83,19,1995,157,3,1,3,68300
구도심구,48.26,12,2003,568,2,1,2,38800
호수구,103.55,27,2017,446,4,2,2,134400
신도심구,84.92,21,1995,756,3,1,1,99300
중앙구,85.61,3,1998,704,3,1,3,146500
중앙구,100.62,26,2002,672,4,2,1,161400
중앙구,102.01,22,2018,1040,4,2,1,202400
중앙구,85.71,7,2018,1023,3,1,2,177700
신도심구,132.7,9,2015,347,4,2,3,200300
구도심구,83.8,6,2014,337,3,1,1,73000
구도심구,81.43,9,1993,866,3,1,1,59800
신도심구,73.79,28,2000,629,3,1,3,105100
중앙구,48.02,27,2022,715,2,1,2,100600
구도심구,58.74,16,2016,574,3,1,2,56400
신도심구,87.51,11,2000,387,3,1,1,125900
중앙구,86.06,11,2015,836,3,1,1,170600
강변구,72.27,28,2016,298,3,1,3,123500
강변구,84.67,6,2016,1907,3,1,1,118300
강변구,59.96,22,2024,1790,3,1,2,96100
구도심구,58.59,29,2010,2187,3,1,2,48300
구도심구,114.21,25,1994,659,4,2,3,95200
구도심구,74.33,21,2019,427,3,1,2,72400
중앙구,57.38,27,1993,1388,3,1,1,97600
구도심구,82.76,7,2013,584,3,1,2,77100
구도심구,74.21,29,2018,994,3,1,3,72200
강변구,84.12,3,1997,989,3,1,3,108000
구도심구,133.15,1,2018,304,4,2,1,109200
신도심구,83.05,6,2018,822,3,1,1,102900
신도심구,83.89,18,2013,960,3,1,2,114700
중앙구,75.06,8,2003,534,3,1,2,129300
신도심구,83.91,19,1999,172,3,1,1,108100
중앙구,75.95,4,2015,1410,3,1,1,131100
강변구,48.17,21,1998,1880,2,1,1,64100
중앙구,101.23,7,2014,611,4,2,1,202400
호수구,73.57,16,1998,458,3,1,1,76400
강변구,84.71,4,2003,144,3,1,3,143100
신도심구,58.06,29,2009,635,3,1,2,90800
강변구,103.31,11,1998,404,4,2,1,137000
호수구,56.97,18,2018,144,3,1,2,77000
신도심구,76.06,15,2015,1050,3,1,1,104800
호수구,101.11,18,1993,853,4,2,2,103300
강변구,84.66,14,2020,364,3,1,3,164300
중앙구,115.6,3,2015,1651,4,2,1,219400
신도심구,60.03,25,2019,552,3,1,3,86200
강변구,83.12,19,2012,619,3,1,1,124800
구도심구,134.72,8,2013,496,4,2,2,121100
호수구,86.24,3,2005,1147,3,1,3,90000
신도심구,82.94,26,2000,832,3,1,2,102600
호수구,76.54,10,2000,92,3,1,1,73300
신도심구,84.46,27,2003,582,3,1,1,97700
강변구,113.48,23,2002,983,4,2,1,153800
신도심구,82.93,28,2017,144,3,1,1,106100
중앙구,113.73,20,2009,976,4,2,1,205300
구도심구,81.65,6,2006,845,3,1,1,65700
중앙구,83.5,2,2016,261,3,1,2,167500
강변구,73.68,8,2016,483,3,1,1,123100
신도심구,82.71,13,2022,195,3,1,1,140300
중앙구,101.9,19,2002,368,4,2,2,203600
중앙구,83.74,26,2000,477,3,1,1,154700
구도심구,58.24,5,1993,897,3,1,2,43600
중앙구,83.61,19,1998,1020,3,1,2,148900
신도심구,84.43,3,2012,679,3,1,2,111800
강변구,114.09,14,2018,462,4,2,1,197800
강변구,58.16,3,2012,955,3,1,2,103500
강변구,59.15,11,2024,621,3,1,2,108800
구도심구,73.94,18,2013,733,3,1,2,63200
호수구,57.63,22,2021,1055,3,1,2,74300
중앙구,133.65,24,2001,917,4,2,2,253400
호수구,74.7,16,2003,729,3,1,1,77300
신도심구,84.69,8,2018,831,3,1,1,100500
구도심구,58.72,27,2014,362,3,1,2,62800
구도심구,74.81,28,2008,325,3,1,2,70700
구도심구,132.82,29,2023,1864,4,2,2,120800
구도심구,82.86,23,2017,310,3,1,1,86900
신도심구,48.7,23,2002,1062,2,1,1,49400
신도심구,60.8,3,2012,457,3,1,2,83900
강변구,134.2,17,2005,893,4,2,2,199100
중앙구,133.67,12,2006,81,4,2,1,276600
구도심구,60.85,8,2018,181,3,1,3,64200
중앙구,83.66,2,2014,1103,3,1,2,140400
강변구,51.68,7,1993,130,2,1,2,77300
중앙구,83.39,27,2011,367,3,1,2,142600
강변구,57.79,27,2013,1429,3,1,1,90900
구도심구,100.8,22,2009,1021,4,2,1,77800
구도심구,113.7,3,2002,438,4,2,1,87300
신도심구,58.03,20,2013,311,3,1,1,79900
중앙구,87.12,4,2023,1572,3,1,1,176200
신도심구,59.38,20,1995,334,3,1,2,83500
신도심구,74.56,1,2012,711,3,1,2,81900
구도심구,48.45,9,2022,1349,2,1,1,45200
신도심구,58.31,4,2005,798,3,1,1,80400
신도심구,135.23,28,2003,1352,4,2,2,157800
신도심구,46.99,17,2000,425,2,1,2,57300
호수구,99.63,27,2000,240,4,2,3,113500
구도심구,48.7,1,2005,918,2,1,1,37900
신도심구,85.62,22,2017,1254,3,1,1,120000
신도심구,83.55,14,1998,833,3,1,3,102200
중앙구,114.5,14,2000,276,4,2,1,191900
호수구,59.03,26,2024,2387,3,1,2,71900
강변구,60.56,2,2024,195,3,1,1,94500
강변구,82.1,28,2000,659,3,1,1,101700
호수구,84.88,1,2006,1345,3,1,2,71300
구도심구,83.76,11,2005,614,3,1,2,69800
중앙구,50.11,5,2002,928,2,1,1,92000
중앙구,58.02,16,1997,120,3,1,2,96000
중앙구,101.03,18,1994,903,4,2,3,193500
신도심구,83.88,19,2012,263,3,1,2,132900
중앙구,82.8,24,1994,667,3,1,3,148500
호수구,57.46,22,2012,190,3,1,3,59500
호수구,58.3,28,1996,963,3,1,2,52100
신도심구,114.16,14,1997,823,4,2,2,129900
구도심구,83.09,6,1993,661,3,1,2,69600
강변구,58.6,5,2005,1124,3,1,3,85400
중앙구,111.74,8,2003,881,4,2,2,188400
구도심구,83.56,18,2003,184,3,1,1,71800
중앙구,75.23,2,2002,1103,3,1,1,103200
중앙구,74.85,28,2023,891,3,1,2,164300
강변구,83.9,29,2006,310,3,1,3,135100
중앙구,74.29,5,2018,594,3,1,1,175800
신도심구,83.01,23,2000,411,3,1,3,103500
구도심구,85.95,18,2008,2022,3,1,1,74700
구도심구,61.48,14,1995,236,3,1,1,43900
구도심구,114.2,22,2001,427,4,2,3,104300
구도심구,77.11,17,1995,564,3,1,3,66300
신도심구,73.18,10,1993,645,3,1,2,84200
구도심구,82.5,17,1998,438,3,1,3,72000
신도심구,83.15,4,1998,633,3,1,2,103900
강변구,73.74,8,2003,834,3,1,3,117200
호수구,86.77,29,2016,336,3,1,3,111800
강변구,113.66,6,1997,439,4,2,1,147800
중앙구,99.97,18,2012,1744,4,2,1,174800
강변구,99.92,9,2004,1120,4,2,1,138200
신도심구,60.37,14,2005,1102,3,1,1,72000
신도심구,75.2,8,2022,176,3,1,1,111800
신도심구,83.42,17,2007,1926,3,1,1,86300
호수구,46.75,17,2001,548,2,1,1,44200
강변구,82.65,18,2000,1185,3,1,2,124900
신도심구,76.07,9,1998,671,3,1,1,73400
강변구,59.83,17,2018,117,3,1,1,113600
구도심구,59.08,22,2014,456,3,1,1,52900
강변구,61.24,21,2001,1131,3,1,1,94900
중앙구,76.35,17,2008,1152,3,1,2,155700
신도심구,83.96,9,2009,691,3,1,3,114300
구도심구,83.98,16,1994,229,3,1,2,66600
구도심구,58.3,16,2022,1208,3,1,2,63400
신도심구,58.66,28,2018,336,3,1,3,101800
구도심구,99.22,11,2010,667,4,2,2,96200
신도심구,57.21,10,2015,870,3,1,1,82600
중앙구,81.93,22,1996,928,3,1,1,122600
중앙구,85.3,19,2024,849,3,1,2,192600
중앙구,82.13,13,2013,295,3,1,2,163200
강변구,103.34,1,2023,424,4,2,2,161300
신도심구,83.12,21,2020,288,3,1,1,125400
신도심구,136.08,22,2011,978,4,2,3,187200
신도심구,100.56,27,2002,889,4,2,2,124500
신도심구,57.12,15,2014,329,3,1,3,84800
구도심구,60.54,15,2009,1077,3,1,2,48600
구도심구,75.68,7,2006,1073,3,1,1,67300
강변구,72.91,14,2015,1318,3,1,1,114800
강변구,83.6,1,2021,867,3,1,1,115300
신도심구,57.91,15,1998,906,3,1,1,67300
신도심구,58.86,21,2010,449,3,1,3,95600
강변구,74.13,23,2017,534,3,1,1,134700
강변구,83.58,20,2003,1236,3,1,1,113100
구도심구,81.82,24,2003,378,3,1,1,66600
구도심구,133.3,20,1993,306,4,2,2,99000
중앙구,59.84,23,2003,912,3,1,1,99100
신도심구,73.75,13,2011,98,3,1,1,96100
호수구,133.61,18,2024,361,4,2,3,167200
중앙구,82.88,19,2009,1352,3,1,1,143100
호수구,83.27,17,2002,1530,3,1,3,87700
강변구,85.69,17,2018,1155,3,1,1,135500
신도심구,47.63,23,1999,646,2,1,2,59900
신도심구,114.86,7,1998,307,4,2,2,156600
중앙구,84.06,10,2009,184,3,1,1,181600
호수구,84.29,16,2019,475,3,1,2,106500
신도심구,83.12,19,1999,188,3,1,1,107700
호수구,73.58,15,1993,1876,3,1,1,60400
강변구,58.99,6,2016,456,3,1,3,102000
호수구,83.38,24,2011,499,3,1,3,94500
호수구,84.4,16,2014,1032,3,1,1,94100
신도심구,49.55,13,2005,158,2,1,2,71800
강변구,76.61,26,1996,509,3,1,1,96800
구도심구,114.33,13,2003,608,4,2,1,92000
신도심구,71.71,5,2008,193,3,1,1,90200
호수구,75.4,29,2006,290,3,1,2,87600
신도심구,83.76,12,2021,384,3,1,2,131800
강변구,103.41,26,2000,1184,4,2,2,153300
중앙구,85.77,15,2002,1500,3,1,3,173800
구도심구,100.39,8,1998,834,4,2,2,73900
호수구,59.87,11,2011,575,3,1,1,61800
중앙구,113.29,27,2018,1354,4,2,1,223000
구도심구,114.0,28,2021,1082,4,2,2,123300
호수구,84.81,5,2000,2242,3,1,1,63400
중앙구,85.34,29,2006,133,3,1,1,165400
중앙구,60.07,25,2016,623,3,1,1,120000
구도심구,74.09,19,1994,401,3,1,1,60000
구도심구,61.98,6,2015,156,3,1,2,62200
중앙구,48.56,18,1997,628,2,1,2,85500
구도심구,132.07,13,1994,2098,4,2,2,93200
신도심구,57.3,4,1996,248,3,1,3,67600
호수구,85.77,29,2021,2500,3,1,2,97300
호수구,73.91,18,2014,1099,3,1,1,89300
